mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice,mPoster
63,My Best Friend's Wedding,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.","Comedy,Drama,Romance",PG-13,1997,105,"English, French, Italian",USA,P.J. Hogan,Ronald Bass,"Julia Roberts,Dermot Mulroney,Cameron Diaz,Rupert Everett",6.30,https://m.media-amazon.com/images/M/MV5BMzRiMGE2MmMtM2RhMy00OWNiLTljYTktOThmMmE1YjY1NjYyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
64,JÃ¶nssonligan & den svarta diamanten,Criminal genius is incarcerated in a mental institution but his criminal plans are executed by his criminal gang and his attending doctor.,"Comedy,Crime",NULL,1992,104,Swedish,Sweden,Hans Ãke Gabrielsson,Hans Ãke Gabrielsson t,"Ulf Brunnberg,BjÃ¶rn Gustafson,Peter Haber,Birgitta Andersson",5.50,
65,Shadow Conspiracy,"Bishop, trusted advisor to the president, has shots fired at him when Pachenko comes to him about a traitor in highest level of government. He gets away from the cold blooded assassin twice. Will he find the traitor before getting killed?","Action,Thriller",R,1997,103,English,USA,George P. Cosmatos,"Adi Hasak,Ric Gibbs","Charlie Sheen,Donald Sutherland,Linda Hamilton,Stephen Lang",5.00,https://m.media-amazon.com/images/M/MV5BNWUwNWVlMzktMTg2YS00MzJiLTgzZjctMDY3MmJmM2M1MTIxXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg
66,Evil Breed: The Legend of Samhain,Two American tourists on a romantic camping trip are brutally murdered. A few days later during the ancient festival of Samhain a group of US college students moves into a beautiful cottage surrounded by a lush forest and a majestic lake.,"Comedy,Horror",R,2003,78,English,Canada,Christian Viel,William R. Mariani t,"Bobbie Phillips,HoJo Rose,Ginger Lynn,Chasey Lain",3.20,https://m.media-amazon.com/images/M/MV5BMTE5OTQ3MDA3Nl5BMl5BanBnXkFtZTcwODE3NzEzMQ@@._V1_SX300.jpg
67,Missing William,Old love and new love collide when a tragic accident brings a woman's childhood sweetheart back into her life.,Drama,PG,2014,90,English,USA,Kenn MacRae,Dan McKinnon t,"Spencer Grammer,Brandon Routh,Courtney Ford,Reid Scott",6.10,https://m.media-amazon.com/images/M/MV5BMTAyMTA1NDE1NDFeQTJeQWpwZ15BbWU4MDg2NDM3MTIx._V1_SX300.jpg
68,Juno and the Paycock,"During the Irish Civil War in 1922, a family earns a big inheritance. They start leading a rich life, forgetting what the most important values are.","Comedy,Drama",Not Rated,1930,85,English,UK,Alfred Hitchcock,Sean O'Casey t,"Barry Fitzgerald,Maire O'Neill,Edward Chapman,Sidney Morgan",4.80,https://m.media-amazon.com/images/M/MV5BOTNiOGIzNDQtZDI3Zi00MmExLTg2ZDYtNzllMTQ3MGRiODFhXkEyXkFqcGdeQXVyMTAwMDAwMA@@._V1_SX300.jpg
69,The Cold Light of Day,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.","Action,Thriller",PG-13,2012,93,"Hebrew, English, Spanish","USA, Spain",Mabrouk El Mechri,"Scott Wiper,John Petro","Henry Cavill,VerÃ³nica Echegui,Bruce Willis,Sigourney Weaver",4.90,https://m.media-amazon.com/images/M/MV5BMTQzODQ4NjAxMF5BMl5BanBnXkFtZTcwMzAwNjM0Nw@@._V1_SX300.jpg
70,Monument Ave.,A small-time hoodlum is divided between his conscience and loyalty to his boss when his cousin is murdered.,"Crime,Drama,Thriller",R,1998,93,English,"Canada, USA",Ted Demme,Mike Armstrong,"Denis Leary,Ian Hart,Jason Barry,Lenny Clarke",6.70,https://m.media-amazon.com/images/M/MV5BMmJlMmVhNGItNTYxOS00MWI3LWE4OTYtZjllNDhkOWVmNGE1XkEyXkFqcGdeQXVyNDQwMTQ5ODk@._V1_SX300.jpg
71,Kabluey,A loser moves in with his brother's (in Iraq) wife to look after her two evil sons. She gets him a job wearing a Kabluey costume.,Comedy,PG-13,2007,86,English,USA,Scott Prendergast,Scott Prendergast,"Lisa Kudrow,Scott Prendergast,Christine Taylor,Conchata Ferrell",6.60,https://m.media-amazon.com/images/M/MV5BMTMwMzMwOTA3NF5BMl5BanBnXkFtZTcwNDE2NjU3MQ@@._V1_SX300.jpg
72,Chris Rock Total Blackout: The Tamborine Extended Cut,"Chris Rock takes the stage filled with searing observations on fatherhood, infidelity and politics.",Comedy,NULL,2021,NULL,English,USA,NULL,NULL,Chris Rock,7.30,NULL
73,Mademoiselle Chambon,"Jean, his loving wife and son live a simple, happy life. At his son's homeroom teacher Madamoiselle Chambon's request, he volunteers as substitute teacher and starts to fall for her ...","Drama,Romance",Not Rated,2009,101,French,France,StÃ©phane BrizÃ©,StÃ©phane BrizÃ© t,"Vincent Lindon,Sandrine Kiberlain,Aure Atika,Jean-Marc Thibault",6.90,https://m.media-amazon.com/images/M/MV5BNTA1NjA2NzMzNV5BMl5BanBnXkFtZTcwMjgyMDMzNA@@._V1_SX300.jpg
74,Joe Dirt 2: Beautiful Loser,"When happy family man Joe Dirt finds himself transported to the recent past, he begins an epic journey to get back to his loved ones in the present.",Comedy,Not Rated,2015,107,English,USA,Fred Wolf,"David Spade,Fred Wolf","David Spade,Brittany Daniel,Patrick Warburton,Mark McGrath",4.20,https://m.media-amazon.com/images/M/MV5BNDcyODc2Njg5MV5BMl5BanBnXkFtZTgwOTIwMzg4NTE@._V1_SX300.jpg
75,Demonic Toys: Personal Demons,A group of people on a world wide search for oddities find themselves trapped in a nine hundred year old Italian castle when they accidently unleash the Demonic Toys.,"Fantasy,Horror",Not Rated,2010,90,English,USA,William Butler,William Butler,"Alli Kinzel,Lane Compton,Selene Luna,Michael Citriniti",3.70,https://m.media-amazon.com/images/M/MV5BOTQ2MGZiNTgtOGFkZC00ZmY2LWE4ZjUtNzExYjg3OTYxZWU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
76,Escape Fire: The Fight to Rescue American Healthcare,An investigative documentary that uncovers the U.S. healthcare system's true design.,"Documentary,News",PG-13,2012,95,English,"USA, China, Germany","Susan Froemke,Matthew Heineman",NULL,"Clive Alonzo,Don Berwick,Elizabeth Blackburn,Krystal Bracy",7.30,https://m.media-amazon.com/images/M/MV5BMTU4MDA1NDU1NV5BMl5BanBnXkFtZTcwMjYzNTYxOA@@._V1_SX300.jpg
77,Beyond the Lights: Changing the Conversation,NULL,"Documentary,Short",NULL,2015,NULL,English,USA,NULL,NULL,NULL,8.80,NULL
78,100 Bloody Acres: Gag Reel,NULL,"Documentary,Short,Comedy,Horror",NULL,2013,4,English,Australia,NULL,NULL,"Oliver Ackland,Damon Herriman,John Jarratt,Jamie Kristian",4.40,NULL
79,Rollover: The Metamorphosis,A man wakes up in the morning as a cockroach.,"Short,Adventure,Comedy,Crime,Fantasy,Mystery",NULL,2016,6,English,Italy,David Petrucci,NULL,"Christoph HÃ¼lsen,Federico Palmieri,Ester Achille",8.80,NULL
80,The Beatles Yellow Submarine Adventure,"A ride based on the film Yellow Submarine (1968), in which the viewers/passengers travel in the yellow submarine to save Pepperland from the Blue Meanies.","Animation,Short,Adventure,Musical",NULL,2000,NULL,NULL,"USA, Germany",Trey Stokes,Trey Stokes t,NULL,6.50,https://m.media-amazon.com/images/M/MV5BMTE5OTM3ODE0Nl5BMl5BanBnXkFtZTcwNjg0NjAwMQ@@._V1_SX300.jpg
81,Man of La Mancha,"The funny story of mad but kind and chivalrous elderly nobleman Don Quixote who, aided by his squire Sancho Panza, fights windmills that are seen as dragons to save prostitute Dulcinea who is seen as a noblewoman.","Drama,Fantasy,Musical,Romance",PG,1972,132,English,"USA, Italy",Arthur Hiller,Dale Wasserman t,"Peter O'Toole,Sophia Loren,James Coco,Harry Andrews",6.70,https://m.media-amazon.com/images/M/MV5BNzYyOTExNWEtODg3YS00NGYzLTg2ZmEtZWIwZDNlZTE1YzY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
82,Ju-on: Black Ghost,"After losing her child at birth, the dark horror of the grudge begins growing within her.","Fantasy,Horror",Not Rated,2009,60,Japanese,Japan,Mari Asato,Mari Asato t,"KÃ´ji Seto,Kuniteru Shigeyama,Kana Tsugihara,Ai Kago",5.40,https://m.media-amazon.com/images/M/MV5BMjIyMTYzOTU1OV5BMl5BanBnXkFtZTgwODc4NjI2MDE@._V1_SX300.jpg
83,Chase a Crooked Shadow,"At Kimberley Prescott's villa, a stranger shows-up and claims he is her brother who supposedly died the previous year in a car accident.","Crime,Mystery,Thriller",Approved,1958,87,"English, Spanish",UK,Michael Anderson,David D. Osborn t,"Richard Todd,Anne Baxter,Herbert Lom,Alexander Knox",7.10,https://m.media-amazon.com/images/M/MV5BMjc3NTk5NGYtM2I4My00ZGJiLWEzYTQtODBjZTYwYTEwMDRjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
84,Scorpions: Live at Wacken Open Air 2006 - A Night to Remember: A Journey Through Time,NULL,Music,NULL,2007,139,"English, German",Germany,Guido Weiss,NULL,"Scorpions,Klaus Meine,Rudolf Schenker,Matthias Jabs",8.20,https://m.media-amazon.com/images/M/MV5BMmQ1MWI2ZDItMTFmOS00NWUyLWIwMzMtOGFhMzY3OWYyMmM0XkEyXkFqcGdeQXVyMzc1ODQ2ODU@._V1_SX300.jpg
85,Sherlock Holmes Baffled,"Sherlock Holmes enters his drawing room to find it being burgled, but on confronting the villain is surprised when the latter disappears. Holmes initially attempts to ignore the event by ...","Short,Comedy,Crime,Fantasy,Mystery",Not Rated,1900,1,NULL,USA,Arthur Marvin,Arthur Conan Doyle t,Anonymous,5.10,https://m.media-amazon.com/images/M/MV5BMGVlMTZmNmQtZGJhZS00MTY5LThjNjItMjVmYWE3ODlkNjc1XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg
86,Titan A.E.,A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.,"Animation,Action,Adventure,Family,Sci-Fi",PG,2000,94,"English, Mandarin",USA,"Don Bluth,Gary Goldman",Hans Bauer t,"Drew Barrymore,Jim Breuer,Ken Hudson Campbell,Thomas A. Chantler",6.60,https://m.media-amazon.com/images/M/MV5BYTVkYTAyZDMtYzNmYi00OTkyLTg3M2ItNmE0MDZkNmY3Y2I3XkEyXkFqcGdeQXVyNjU2MDUzMjY@._V1_SX300.jpg
87,Seven Days in May,United States military leaders plot to overthrow the President because he supports a nuclear disarmament treaty and they fear a Soviet sneak attack.,"Drama,Thriller",Approved,1964,118,English,USA,John Frankenheimer,Fletcher Knebel t,"Burt Lancaster,Kirk Douglas,Fredric March,Ava Gardner",7.80,https://m.media-amazon.com/images/M/MV5BNGEwZGJiYTEtNDk4OC00NzM1LWJjNDMtZGE3OGQ1YWNlZjgxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
88,Week-End in Havana,"Nan Spencer is on a boat bound for Havana which runs aground. The man sent to rescue her is engaged and she doesn't understand his disinterest. Gambler is interested, to the annoyance of his girlfriend.","Comedy,Musical,Romance",Passed,1941,81,English,USA,Walter Lang,Karl Tunberg t,"Alice Faye,Carmen Miranda,John Payne,Cesar Romero",6.60,https://m.media-amazon.com/images/M/MV5BZGZkNDVkMmItYWVhOC00ZDEwLWFiZDYtMTA0ZDBlNGViZjYzXkEyXkFqcGdeQXVyNTU3MTY2Mg@@._V1_SX300.jpg
89,Our Little Girl,Don Middleton is so caught up with his work he neglects his wife Elsa. Lonely Elsa begins to spend more time with Don's best friend and they become attracted to one another. Don and Elsa ...,"Comedy,Drama,Family,Musical,Romance",Approved,1935,65,English,USA,John S. Robertson,Stephen Morehouse Avery t,"Shirley Temple,Rosemary Ames,Joel McCrea,Lyle Talbot",6.50,https://m.media-amazon.com/images/M/MV5BOTYwYzUxMjktOGIxOC00ZGZmLTlmYWQtNjI5YzgwMWYyZDZkL2ltYWdlXkEyXkFqcGdeQXVyNzAyNTQ1Mzk@._V1_SX300.jpg
90,The Green Prince,"The son of a founding leader in the Palestinian organization, Hamas, becomes a spy for the Israelis.","Documentary,Biography",PG-13,2014,101,"English, Hebrew","Germany, UK, Israel",Nadav Schirman,"Nadav Schirman,Mosab Hassan Yousef t","Mosab Hassan Yousef,Gonen Ben Yitzhak,Sheikh Hassan Yousef",7.20,https://m.media-amazon.com/images/M/MV5BMTAwOTA3NjIwNDdeQTJeQWpwZ15BbWU4MDM2MTI3NTIx._V1_SX300.jpg
91,Lan Yu,"A young, gay student has a relationship with an older, successful businessman. The handsome playboy-businessman must choose between his comfortable, yet closeted straight life, or an honest, yet subversive life with the student.","Drama,Romance",R,2001,86,"Mandarin, Russian","Hong Kong, China",Stanley Kwan,Jimmy Ngai t,"Ye Liu,Jun Hu,Bin Li,Huatong Li",7.10,https://m.media-amazon.com/images/M/MV5BMTA1MzU1MTg3OTZeQTJeQWpwZ15BbWU3MDQ3MjQwNDE@._V1_SX300.jpg
92,Autism: The Musical,Follows five autistic children as they work together to create and perform a live musical production.,"Documentary,Music",NULL,2007,94,English,USA,Tricia Regan,NULL,"Hillary Aaron,Joe Aaron,Adam,Jordan Andrews",8.00,https://m.media-amazon.com/images/M/MV5BMjUxODUwMTQ5OF5BMl5BanBnXkFtZTcwODc0MjU1MQ@@._V1_SX300.jpg
93,The Loser Takes All,"A cynical man, along with a 19 year old musician, a former lover, an alcoholic client of a bar and a black strip club dancer are involved with anarchist mood in a dangerous game with drugs godfathers of the night, cops and media.","Action,Adventure,Drama",NULL,2002,121,"Greek, English",Greece,Nikos Nikolaidis,Nikos Nikolaidis,"Giannis Angelakas,Jenny Kitseli,Ifigenia Asteriadi,Simeon Nikolaidis",6.80,https://m.media-amazon.com/images/M/MV5BMTEyNzI2MjU4NjBeQTJeQWpwZ15BbWU3MDk0NTA4OTY@._V1_SX300.jpg
94,Dreaming of Joseph Lees,A young woman in rural 1950s England becomes involved in a scandalous love triangle that will inevitably leave someone behind to suffer the consequences.,"Romance,Drama",R,1999,92,English,"USA, UK",Eric Styles,Catherine Linstrum,"Rupert Graves,Samantha Morton,Nicholas Woodeson,Lee Ross",6.50,https://m.media-amazon.com/images/M/MV5BMDViODc5NTItM2MwMC00MTY3LWI2Y2ItYTY3NTAzMjE4MGI0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg
95,Mark of the Vampire,"When a nobleman is murdered, a professor of the occult blames vampires; but not all is what it seems.","Horror,Mystery",Passed,1935,60,"English, Czech",USA,Tod Browning,Guy Endore t,"Lionel Barrymore,Elizabeth Allan,Bela Lugosi,Lionel Atwill",6.30,https://m.media-amazon.com/images/M/MV5BMTY4MTkxOTk1Nl5BMl5BanBnXkFtZTgwNjAyODgwMzE@._V1_SX300.jpg
96,Prince Valiant,A young Viking prince strives to become a knight in King Arthur's Court and restore his exiled father to his rightful throne.,"Action,Adventure,Drama,Romance",Approved,1954,100,English,USA,Henry Hathaway,Dudley Nichols t,"James Mason,Janet Leigh,Robert Wagner,Debra Paget",6.20,https://m.media-amazon.com/images/M/MV5BNGVkZDg3OWMtZWZjYS00ZDg1LWI0ZWYtZDU2OTQ5ZDA5ZmUzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
97,Deadly Advice,"Advised by the ghosts of five notable British killers, small town librarian Jodie (Jane Horrocks) sets out to murder her domineering mother, Iris (Brenda Fricker), and anyone else who stands in her way to happiness.","Comedy,Drama",R,1994,91,English,UK,Mandie Fletcher,Glenn Chandler,"Jane Horrocks,Brenda Fricker,Imelda Staunton,Jonathan Pryce",6.10,https://m.media-amazon.com/images/M/MV5BMTMyOTUyMDYwM15BMl5BanBnXkFtZTcwNjkyOTIzMQ@@._V1_SX300.jpg
98,Haute Cuisine Goes Kosher in Jerusalem,NULL,Documentary,NULL,1997,52,"French, Hebrew",Israel,"Noemi Ben,Natan Schori",NULL,NULL,2.20,NULL
99,My Girlfriend's Boyfriend,"Jesse meets Ethan, someone she could finally fall in love with, but then she meets Troy, and now she has a dilemma.","Comedy,Romance",PG,2010,84,English,USA,Daryn Tufts,"Daryn Tufts,Daryn Tufts t","Christopher Gorham,Alyssa Milano,Michael Landes,Carol Kane",5.80,https://m.media-amazon.com/images/M/MV5BMmFjZTc0ZTUtMmNjOC00YmIyLTkxNGItNWQzODE2NjM4ZWY5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg
100,Children Shouldn't Play with Dead Things,Six friends in a theatrical troupe dig up a corpse on an abandoned island to use in a mock Satanic rite. It backfires with deadly consequences.,"Comedy,Horror",PG,1972,87,English,USA,Bob Clark,Bob Clark,"Alan Ormsby,Valerie Mamches,Jeff Gillen,Anya Ormsby",5.40,https://m.media-amazon.com/images/M/MV5BMTBmMDhhZjktZWQ3YS00YWEwLThkZmYtOGI2ODkzNDM5NmZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
101,Transmorphers: Fall of Man,"In this present day prequel, the robot invaders attack the Earth, forcing a small band of humans to seek refuge below the surface of the planet.","Action,Adventure,Sci-Fi,Thriller",R,2009,86,English,USA,Scott Wheeler,Shane Van Dyke t,"Bruce Boxleitner,Jennifer Rubin,Shane Van Dyke,Alana DiMaria",2.00,https://m.media-amazon.com/images/M/MV5BMTk4NDAzODkyNl5BMl5BanBnXkFtZTcwNjU3ODc4Mg@@._V1_SX300.jpg
102,Double Solitaire,NULL,"Short,Adult",X,1987,40,English,USA,Mackenzie Poe,NULL,"Lou Cass,Shaun Ericson,Clay Fraser,Dan Hard",4.40,NULL
103,Brother Minister: The Assassination of Malcolm X,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the ...",Documentary,Not Rated,1994,115,English,USA,"Jefri Aalmuhammed,Jack Baxter","Jefri Aalmuhammed,Jack Baxter,Joan Claire Chabriel","Peter Bailey,Roscoe Lee Browne,John Henrik Clarke,Louis Farrakhan",7.30,https://m.media-amazon.com/images/M/MV5BNDA2MTYyNDE4NV5BMl5BanBnXkFtZTcwOTY5ODA3NA@@._V1_SX300.jpg
104,Attack of the 50 Foot Woman,"When an abused socialite grows to giant size because of an alien encounter and an aborted murder attempt, she goes after her cheating husband with revenge on her mind.","Horror,Sci-Fi",Not Rated,1958,65,English,USA,Nathan Juran,Mark Hanna,"Allison Hayes,William Hudson,Yvette Vickers,Roy Gordon",5.10,https://m.media-amazon.com/images/M/MV5BOGE3YjQ2MGUtYjUzNC00OWE0LWIzYzYtNzY2YjhlODc2ODM3XkEyXkFqcGdeQXVyMjM5NTI4Mzc@._V1_SX300.jpg
105,Larry Crowne,"After losing his job, a middle-aged man reinvents himself by going back to college.","Comedy,Drama,Romance",PG-13,2011,98,English,"USA, France",Tom Hanks,"Tom Hanks,Nia Vardalos","Tom Hanks,Sarah Mahoney,Roxana Ortega,Randall Park",6.10,https://m.media-amazon.com/images/M/MV5BYjQ4MzlmZDUtN2ViMi00ZTAwLWFkMmItNGRlZmM1NjQ1ZmJjXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg
106,Bob le Flambeur,"After losing big, an aging gambler decides to assemble a team to rob a casino.","Crime,Drama,Thriller",PG,1956,98,"French, English",France,Jean-Pierre Melville,Jean-Pierre Melville t,"Isabelle Corey,Daniel Cauchy,Roger Duchesne,Guy Decomble",7.70,https://m.media-amazon.com/images/M/MV5BMTQxNTUxNzM5Ml5BMl5BanBnXkFtZTgwMDMwMDkwMzE@._V1_SX300.jpg
107,OMG... It's the Leaving Las Vegas XXX Parody,NULL,Adult,NULL,2013,242,English,USA,Jordan Septo,NULL,"Anikka Albrite,Tommy Pistol,Evan Stone,Lily Carter",7.00,NULL
108,PressPausePlay,"The digital revolution of the last decade has unleashed creativity and talent of people in an unprecedented way, unleashing unlimited creative opportunities. But does democratized culture ...","Documentary,Music",Not Rated,2011,80,English,"Sweden, Australia, France, USA, Iceland, Japan, Germany, Spain, Norway, UK","David Dworsky,Victor KÃ¶hler",NULL,"Apparat,Ãlafur Arnalds,Scott Belsky,Robyn Carlsson",7.50,https://m.media-amazon.com/images/M/MV5BMTY1OTI0NzUxNl5BMl5BanBnXkFtZTcwNjI4NDM4NA@@._V1_SX300.jpg
109,Bulldog Drummond Escapes,Captain Drummond becomes a prisoner when he intents to protect a beautiful heiress of an espionage organization.,"Adventure,Mystery,Romance,Thriller",Passed,1937,67,English,USA,James P. Hogan,Edward T. Lowe Jr. t,"Ray Milland,Guy Standing,Heather Angel,Reginald Denny",6.10,https://m.media-amazon.com/images/M/MV5BMjEyMzY5ODA2OV5BMl5BanBnXkFtZTcwODU5NDkxMQ@@._V1_SX300.jpg
110,Josh and S.A.M.,"After their parent's divorce, 12-year-old Josh and 7-year-old Sam decide to go on an underage road trip. Sick of being ferried between their distant mother and remarried father, Josh and his brother steal a car and set out for Canada.","Adventure,Comedy,Drama",PG-13,1993,96,English,USA,Billy Weber,Frank Deese,"Jacob Tierney,Noah Fleiss,Martha Plimpton,Stephen Tobolowsky",5.70,https://m.media-amazon.com/images/M/MV5BNDQ3MDM1NzItYzYxYi00YWQ3LWFhMGUtZGI1ODk4NjMzMzAzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
111,Charlie Chan in Paris,"Hired to investigate forged bonds, Charlie is thwarted by the murder of his undercover agent, but the arrival of son Lee helps him uncover the true culprits.","Crime,Drama,Mystery,Thriller",Approved,1935,72,English,USA,"Lewis Seiler,Hamilton MacFadden",Edward T. Lowe Jr. t,"Warner Oland,Mary Brian,Thomas Beck,Erik Rhodes",7.20,https://m.media-amazon.com/images/M/MV5BMjFiMWVlYTEtZTRiNS00MjAzLWI1OGItMGE3Mzk3Y2QyMDM3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
112,Mother's Day,Three generations come together in the week leading up to Mother's Day.,"Comedy,Drama,Romance",PG-13,2016,118,"English, Spanish",USA,Garry Marshall,Anya Kochoff t,"Jennifer Aniston,Timothy Olyphant,Shay Mitchell,Caleb Brown",5.70,https://m.media-amazon.com/images/M/MV5BODYzMjc5NDEzNF5BMl5BanBnXkFtZTgwMzI3ODcyODE@._V1_SX300.jpg
