mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice
142,Blood Diamond,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.","Adventure,Drama,Thriller",R,2006,143,"English, Mende, Afrikaans","USA, Germany, UK",Edward Zwick,Charles Leavitt t,"Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,Kagiso Kuypers",8
354,The Shade Shepherd,"An adventure set in the late 80s, a psychiatrist leads his junkie older brother towards the Canadian border to escape a murder charge.","Adventure,Drama,Thriller",Not Rated,2019,100,English,USA,Chris Faulisi,"Jordon Hodges,Chris Faulisi","Jordon Hodges,Randy Spence,Caroline Newton,Brett Baker",6.9
318,Rooster Cogburn,Marshal Rooster Cogburn unwillingly teams up with Eula Goodnight to track down her father's murderers.,"Adventure,Drama,Western",PG,1975,108,English,USA,Stuart Millar,"Charles Portis t,Martha Hyer","John Wayne,Katharine Hepburn,Anthony Zerbe,Richard Jordan",6.9
288,Earth to Echo,"After receiving a bizarre series of encrypted messages, a group of kids embark on an adventure with an alien who needs their help.","Adventure,Family,Sci-Fi",PG,2014,91,English,USA,Dave Green,Henry Gayden t,"Teo Halm,Astro,Reese Hartwig,Ella Wahlestedt",5.8
614,City in the Sea,"In 1903, in Cornwall, a group of locals discover an underwater city, dating back to 1803, that hides a society of smugglers and aquatic creatures.","Adventure,Fantasy,Horror,Sci-Fi",Unrated,1965,84,English,"UK, USA","Jacques Tourneur,Ishirô Honda",Charles Bennett t,"Vincent Price,Tab Hunter,David Tomlinson,Susan Hart",5.4
31,Zardoz,"In the distant future, a savage trained only to kill finds a way into the community of bored immortals that alone preserves humanity's achievements.","Adventure,Fantasy,Sci-Fi",R,1974,105,"English, Italian, Swedish, Latin, German, French, Irish","UK, USA, Ireland",John Boorman,John Boorman,"Sean Connery,Charlotte Rampling,Sara Kestelman,John Alderton",5.9
236,Saving General Yang,"Northeast China, early Northern Song dynasty, AD 986. The Khitan army takes its revenge for a past massacre, abducting General Yang Ye (Adam Cheng) and leaving his wife and seven sons to ...","Adventure,History,War",Not Rated,2013,102,Mandarin,"Hong Kong, China",Ronny Yu,"Katherine Lo t,Edmond Wong,Ronny Yu","Fan Xu,Adam Cheng,Ekin Cheng,Bo Yu",6.4
133,Bulldog Drummond Escapes,Captain Drummond becomes a prisoner when he intents to protect a beautiful heiress of an espionage organization.,"Adventure,Mystery,Romance,Thriller",Passed,1937,67,English,USA,James P. Hogan,Edward T. Lowe Jr. t,"Ray Milland,Guy Standing,Heather Angel,Reginald Denny",6.1
561,Dante 01,A prisoner is brought to psychiatric detention space station orbiting a prison planet. He was exposed to aliens and gained healing power. A new doctor wants to experiment on the 7 prisoners/patients.,"Adventure,Sci-Fi,Thriller",R,2008,82,French,France,Marc Caro,Marc Caro t,"Lambert Wilson,Linh Dan Pham,Simona Maicanescu,Dominique Pinon",4.9
111,Lego DC Comics Super Heroes: Justice League vs. Bizarro League,It's up to the Justice League to team up with their bizarre counterparts to stop Darkseid and save the galaxy!,"Animation,Action,Adventure,Comedy,Family,Sci-Fi",TV-Y7-FV,2015,49,English,USA,Brandon Vietti,"Michael Jelenic,Jerry Siegel t","Diedrich Bader,Troy Baker,John DiMaggio,Tom Kenny",5.9
170,Monsters vs. Aliens,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,"Animation,Action,Adventure,Comedy,Family,Sci-Fi,Thriller",PG,2009,94,"English, Portuguese",USA,"Rob Letterman,Conrad Vernon",Maya Forbes t,"Reese Witherspoon,Seth Rogen,Hugh Laurie,Will Arnett",6.4
107,Titan A.E.,A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.,"Animation,Action,Adventure,Family,Sci-Fi",PG,2000,94,"English, Mandarin",USA,"Don Bluth,Gary Goldman",Hans Bauer t,"Drew Barrymore,Jim Breuer,Ken Hudson Campbell,Thomas A. Chantler",6.6
616,Kara no Kyoukai: The Garden of Sinners - Paradox Spiral,"November 1998: A young man swears he committed a heinous crime, he looks in the news, but nobody talks about what happened, even when the police find the alleged victims ... alive and ...","Animation,Action,Crime,Drama,Horror,Mystery,Thriller",,2008,114,Japanese,Japan,"Takayuki Hirao,Takahiro Miura",Kinoko Nasu t,"Maaya Sakamoto,Kenichi Suzumura,Takako Honda,Jôji Nakata",7.9
334,Sonic Soldier Borgman: Last Battle,"It has been three years since the end of the series. Ryo works for NASA as an engineer on a large rocket project. Anise, fellow Borgman and lover, has been reduced to flipping burgers in a ...","Animation,Action,Drama,Sci-Fi",,1989,60,Japanese,Japan,Hiroshi Negishi,Nobuaki Kishima,"Yuri Amano,Lowell Bartholomee,Bradley Carlin,Jeremy Carpenter",5.4
524,Dragon Ball Z: Attack! Super Warriors,"Mr. Satan is challenged to a fight by an old rival, and he is taken to an island where the fight is to be held. Accompanying him are Android 18, who is making sure he doesn't skip town ...","Animation,Action,Sci-Fi",TV-PG,1994,47,Japanese,Japan,Yoshihiro Ueda,"Akira Toriyama t,Mark Menza","Masako Nozawa,Takeshi Kusao,Daisuke Gôri,Mayumi Tanaka",6
141,The Haunted House: The Secret of the 'Ghost Ball',"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.","Animation,Adventure,Comedy,Drama,Family,Horror",TV-Y7,2016–,,Korean,South Korea,,,Megan Baldrey,8.2
34,Animal Kingdom: Let's go Ape,The outcast son of a primate King learns about being a monkey.,"Animation,Adventure,Comedy,Family",,2015,101,"French, English","France, Italy, China, Belgium",Jamel Debbouze,Roy Lewis t,"Jamel Debbouze,Mélissa Theuriau,Arié Elmaleh,Patrice Thibaud",5
119,Scared Shrekless,Shrek gets in the Halloween spirit by challenging his fairytale friends to come up with scary stories for a contest. But the gang learn that they'll have to spend the night in Lord Farquaad's haunted castle before the winner is named.,"Animation,Adventure,Comedy,Family,Fantasy",TV-PG,2010,26,English,USA,"Gary Trousdale,Raman Huit",Gary Trousdale t,"Mike Myers,Cameron Diaz,Antonio Banderas,Kristen Schaal",6.7
344,Rudolph the Red-Nosed Reindeer,A misfit reindeer and his friends look for a place that will accept them.,"Animation,Adventure,Comedy,Family,Fantasy,Musical",TV-G,1964,47,English,"USA, Canada, Japan",Larry Roemer,"Romeo Muller,Robert May t","Burl Ives,Larry D. Mann,Billie Mae Richards,Paul Soles",8
339,Fun and Fancy Free,"Jiminy Cricket hosts two Disney animated shorts: ""Bongo,"" about a circus bear escaping to the wild, and ""Mickey and the Beanstalk,"" a take on the famous fairy tale.","Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",Approved,1947,73,English,USA,"Jack Kinney,Hamilton Luske,William Morgan,Bill Roberts",Homer Brightman t,"Edgar Bergen,Dinah Shore,Luana Patten,Anita Gordon",6.5
73,ParaNorman,"A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse.","Animation,Adventure,Comedy,Family,Fantasy,Mystery",PG,2012,92,English,USA,"Chris Butler,Sam Fell",Chris Butler,"Kodi Smit-McPhee,Tucker Albrizzi,Anna Kendrick,Casey Affleck",7
582,Piglet's Big Movie,"When Piglet comes up missing his Hundred Acre Wood friends use Piglet's own Book of Memories to find him, discovering along the way just how big a role he's played in their lives.","Animation,Adventure,Comedy,Family,Musical,Mystery",G,2003,75,English,USA,Francis Glebas,Brian Hohlfeld t,"John Fiedler,Jim Cummings,Andre Stojka,Kath Soucie",6.2
485,All Dogs Go to Heaven 2,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.","Animation,Adventure,Family,Fantasy,Romance",G,1996,82,English,"USA, Ireland","Larry Leker,Paul Sabella",Mark Young t,"Ernest Borgnine,Bebe Neuwirth,Charlie Sheen,Hamilton Camp",5.5
634,All Dogs Go to Heaven 2,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.","Animation,Adventure,Family,Fantasy,Romance",G,1996,82,English,"USA, Ireland","Larry Leker,Paul Sabella",Mark Young t,"Ernest Borgnine,Bebe Neuwirth,Charlie Sheen,Hamilton Camp",5.5
350,An American Tail: The Mystery of the Night Monster,"Fievel and other mice haunt the monster, with the result they want to track him down.","Animation,Adventure,Family,Mystery",G,1999,78,English,USA,Larry Latham,David Kirschner t,"Thomas Dekker,Lacey Chabert,Jane Singer,Nehemiah Persoff",6
558,Patsy the Snowman,"Humans and animals alike take advantage of poor Patsy the Snowman, until he decides to do something about it.","Animation,Comedy",,2015,3,English,USA,B.E.F. Oakes,,,6.6
444,Mister Magoo's Christmas Carol,"This musical adaptation of the classic tale by Charles Dickens stars Magoo as the cold-hearted old miser, Ebenezer Scrooge.","Animation,Comedy,Drama,Family,Fantasy,Musical",Approved,1962,53,English,USA,Abe Levitow,Charles Dickens t,"Jim Backus,Morey Amsterdam,Jack Cassidy,Royal Dano",7.6
253,Mickey's Twice Upon a Christmas,Sequel to Mickey's Once Upon a Christmas,"Animation,Comedy,Family,Fantasy",G,2004,68,English,USA,"Theresa Cullen,Carole Holliday,Peggy Holmes,Matthew O'Callaghan","Bill Motz t,Robin Kingsland","Wayne Allwine,Tony Anselmo,Jeff Bennett,Jim Cummings",6.5
648,Gay Purr-ee,A farm cat moves to Paris in search of the high life while her wannabe lover from back home tries to reunite.,"Animation,Comedy,Family,Musical",Approved,1962,85,English,USA,Abe Levitow,"Dorothy Jones,Chuck Jones,Ralph Wright t","Judy Garland,Robert Goulet,Red Buttons,Paul Frees",6.9
83,Popeye the Sailor,"The continuing animated adventures of Olive Oyl, Wimpy, Swee'pea and Popeye.","Animation,Comedy,Family,Romance",TV-G,1960–1962,30,English,USA,,,"Jack Mercer,Mae Questel,Jackson Beck",7.1
178,Adam Ruins Everything,"Iconoclastic Adam Conover from CollegeHumor turns life as we know it on its ear by showing us how unnecessary, and sometimes horrible, things we think we know to be real and true really are.","Animation,Comedy,History,News,Talk-Show",TV-14,2015–,30,English,USA,,,"Adam Conover,Adam Lustick",8
626,My Dog Tulip,The story of a man who rescues a German shepherd and how the two become fast friends.,"Animation,Drama",Not Rated,2009,83,English,USA,"Paul Fierlinger,Sandra Fierlinger",J.R. Ackerley t,"Christopher Plummer,Lynn Redgrave,Isabella Rossellini,Peter Gerety",6.9
503,The Perfect World of Kai,"Two different people - the son of a prostitute, and the son of a professional musician - develop a bond of friendship through their love of playing the piano.","Animation,Drama,Family,Fantasy,Music",,2007,101,Japanese,Japan,Masayuki Kojima,Ryûta Hôrai t,"Aya Ueto,Ryûnosuke Kamiki,Hiroyuki Amano,Mayuko Fukuda",7.1
197,The Apple & The Worm,"an apple gets a worm in him and goes on a long journey to her outta him, on the way they find strange people (fruit?) and weird places as they get to know each other.","Animation,Family",,2009,75,"Danish, Swedish","Denmark, Sweden","Anders Morgenthaler,Mads Juult",Methe Bendix t,"Frank Hvam,Sidse Babett Knudsen,Lars Hjortshøj,Michael Carøe",6.4
145,Carcasses and Shellfish,"Observed by tropical fishes in an aquarium, a dozen people savor their shell-fish during the lunch. They're in a restaurant of a giant boat in the middle of the ocean, and nobody seems to sense the imminent danger.","Animation,Short",,1999,15,,Switzerland,Zoltán Horváth,Zoltán Horváth,,6
220,Slipstream Engine,,"Animation,Short",,2011,2,English,USA,Dax Norman,,,2.2
410,Boogie-Doodle,"From the opening credits: ""An experimental film (...) made without camera, by drawing directly upon 35 mm film with an ordinary pen and ink."" Various abstract shapes interact and transform into one another.","Animation,Short",,1941,4,None,Canada,Norman McLaren,,,6.7
506,Usagi Yojimbo the Last Request,The adventures of a samurai rabbit in feudal Japan.,"Animation,Short",,2014,8,English,USA,Roel Robles,Noel Madrid t,,2.2
101,The Beatles Yellow Submarine Adventure,"A ride based on the film Yellow Submarine (1968), in which the viewers/passengers travel in the yellow submarine to save Pepperland from the Blue Meanies.","Animation,Short,Adventure,Musical",,2000,,,"USA, Germany",Trey Stokes,Trey Stokes t,,6.5
196,Admission Free,"Koko and Bimbo visit Betty Boop's penny arcade, Bimbo to flirt with Betty; but his turn at the shooting gallery becomes a hunting trip.","Animation,Short,Comedy,Family",,1932,7,English,USA,"Dave Fleischer,Thomas Johnson",,"Billy Murray,Mae Questel",6.7
518,Mike's New Car,"Mike's bought a new 6-wheel-drive car, and he can't wait to show it off to Sulley. Only problem is, Mike hasn't exactly mastered the controls yet, and they're pretty complicated.","Animation,Short,Comedy,Family,Fantasy",Not Rated,2002,4,English,USA,"Pete Docter,Roger Gould",Pete Docter t,"Billy Crystal,John Goodman",7.1
620,A Chairy Tale,An ordinary-looking chair refuses to be sat upon.,"Animation,Short,Comedy,Fantasy",Not Rated,1957,12,None,Canada,"Claude Jutra,Norman McLaren",,Claude Jutra,7.5
413,The Periwig-Maker,"Europe; the plague years. A wigmaker, locked in his shop, observes the events and writes about them in his journal. Mostly, we see shrouded bodies, and a young girl who lives in the tavern ...","Animation,Short,Drama",,1999,15,English,Germany,Steffen Schäffler,"Annette Schäffler,Steffen Schäffler,Daniel Defoe t","Kenneth Branagh,Alice Fairhall,Roger Law,Daren C. Evans",7.1
279,The Legend of Mor'du,The witch from Pixar's Brave (2012) uses magical illustrations to tell the legend of a power-obsessed prince who sought a magic spell that would allow him to wrest control of a kingdom from...,"Animation,Short,Family,Fantasy",TV-PG,2012,7,English,USA,Brian Larsen,"Brian Larsen,Steve Purcell","Julie Walters,Steve Purcell,Callum O'Neill",6.2
463,The Old Man & the Gun,Based on the true story of Forrest Tucker and his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public.,"Biography,Comedy,Crime,Drama,Romance",PG-13,2018,93,"English, Spanish","USA, UK",David Lowery,"David Lowery,David Grann t","Robert Redford,Casey Affleck,Sissy Spacek,Danny Glover",6.7
511,Harishchandrachi Factory,"In 1913 India's cinema industry is born from Dadasaheb Phalke's efforts to make Raja Harishchandra (1913), India's first feature-length B&W silent film.","Biography,Comedy,Drama",Not Rated,2009,96,Marathi,India,Paresh Mokashi,Paresh Mokashi,"Nandu Madhav,Vibhawari Deshpande,Atharva Karve,Mohit Gokhale",8.4
417,Heavenly Creatures,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.","Biography,Crime,Drama,Thriller",R,1994,99,"English, French","New Zealand, Germany",Peter Jackson,Fran Walsh t,"Melanie Lynskey,Kate Winslet,Sarah Peirse,Diana Kent",7.3
658,"Extremely Wicked, Shockingly Evil and Vile","A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.","Biography,Crime,Drama,Thriller",R,2019,110,English,USA,Joe Berlinger,"Elizabeth Kendall t,Michael Werwie","Lily Collins,Zac Efron,Angela Sarafyan,Sydney Vollmer",6.6
108,Guyana Tragedy: The Story of Jim Jones,The real-life story of the Peoples Temple cult led by Reverend Jim Jones and the events involving its move to Guyana and its eventual mass suicide.,"Biography,Drama",TV-14,1980,192,English,USA,William A. Graham,Ernest Tidyman t,"Powers Boothe,Ned Beatty,Irene Cara,Veronica Cartwright",7.6
305,"Romulus, My Father","It tells the story of Romulus, his beautiful wife, Christina, and their struggle in the face of great adversity to bring up their son, Raimond. It is a story of impossible love that ultimately celebrates the unbreakable bond between father and son.","Biography,Drama",R,2007,104,"English, German",Australia,Richard Roxburgh,"Nick Drake,Raimond Gaita t","Eric Bana,Franka Potente,Marton Csokas,Kodi Smit-McPhee",6.6
